pID,pName,culture,adventure,wildlife,sightseeing,history,tags,province,latitude,longitude
271,Ghorepani,0.4,0.8,0.6,1,0,"hiking, trekking, hills, mountains, landmarks",4,28.4024938,83.6999277
272,Rupse Jharna,0,0,0,0.6,0,waterfall,4,,
273,Dhaulagiri Himal,0.3,1,0.4,1,0.4,"mountains, trekking, climbing",4,28.78849615,83.1316434415277
274,Beni Bazaar,0.6,0,0.2,0.8,0.4,"city, landmarks, hills, river",4,28.3745444,83.5681253
275,Phewa Lake,0.1,0.4,0.4,0.8,0.4,"lake, scenery",4,28.2135166,83.9485713
276,Davis Falls,0,0.6,0,1,0.3,waterfall,4,28.1919643112627,83.964133377522
277,Tal Barahi Temple,0.8,0.4,0.2,0.8,0.4,"hindu, temple, lake",4,,
278,International Mountain Museum,0.4,0,0,0.8,1,"museum, history",4,28.18950915,83.9810884432439
279,Begnas Lake,0,0.6,0.2,0.8,0,"Lake, hills, hiking, mountains",4,28.1678178,84.0879212
280,Shree Bindhyabasini Temple,0.6,0,0,0.6,0,"hindu, temple",4,,
281,Gupteshwor Mahadev Cave,0.6,0.4,0,0.8,0.2,"hindu, temple, cave, waterfall",4,27.8474185,84.9256441
282,World Peace Pagoda,0.2,0.2,0,0.8,0.2,landmark,4,27.806574,96.0357064
283,Mahendra Cave,0.2,0.4,0,0.8,0.2,cave,4,28.27239275,83.9791351438249
284,Rupa Lake,0,0.2,0.2,0.8,0,"Lake, hills",4,28.1504009,84.1098931
285,Gorkha Memorial Museum,0.6,0,0,0.8,1,museum,4,,
286,Chamere Gufa,0.2,0.4,0.4,0.8,0.2,cave,4,,
287,Seti River Gorge,0,0,0.2,0.6,0,"river, scenery",4,,
288,Bhimsen Temple,0.8,0,0,0.4,0.4,"temple, hindu ",4,27.6734699,85.4348104
289,Matepani Gumba,0.8,0,0,0.5,0.3,"buddhist, monastery, gumba",4,,
290,Sarangkot sunrise and paragliding,0,1,0,0.6,0,"hills, mountains, hiking ",4,,
291,Jangchub Choeling Monastery,0.8,0,0,0.5,0.3,"buddhist, monastery, gumba",4,,
292,Pokhara Disneyland,0,0.4,0,0.5,0,"park, landmark",4,28.2181932,83.9581219765038
293,Mardi Himal ,0,1,0.2,1,0,"mountains, trekking, climbing",4,28.4737691,83.9275346
294,Ghandruk Village,0.5,0.6,0.3,0.8,0,"mountains, hills, trekking, hiking, village",4,28.376865,83.807793
295,Annapurna Sanctuary Trek,0.6,0.8,0.3,0.8,0.4,"Mountains, trekking, climbing",4,,
296,Ghorepani Poon Hill Trek,0.4,0.6,0.2,0.7,0,"Hills, trekking, hiking, mountains",4,,
297,Annapurna Conservation Area,0,0,0.9,0.9,0.2,"national park, scenery",4,28.78744575,83.9806534023767
298,Machapuchhre Base Camp Trek,0.2,0.6,0.4,0.8,0,"hills, mountains, trekking, hiking",4,,
299,Beshi Sahar,0.5,0,0.3,0.6,0.4,"city, river",4,,
300,Ghale Gaon,0.7,0,0.3,0.9,0,"Village, hills, mountains, trekking, hiking",4,28.2770304,84.3094047
301,Bhujung,0.5,0,0.3,0.6,0.4,"village, hills, hiking, trekking",4,28.3093153,84.264226
302,Ilampokhari,0.5,0,0.3,0.6,0.2,"village, hills, hiking, trekking",4,,
303,Barha Pokhari,0.8,0.4,0,0.8,0.4,"pond, lake, hiking, pilgrimage, hindu",4,,
304,Marshyandi ,0,0.9,0,0.8,0,"rafting, river ",4,28.1890415102523,84.4197262779312
305,Khudi,0.5,0,0.3,0.6,0.2,"village, hills, hiking, trekking",4,28.2809801,84.3576238
306,Bhulbhule,0.5,0,0.3,0.6,0.2,"village, hills, hiking, trekking",4,28.290392,84.371506
307,Bahun Dada (Hill),0.5,0,0.3,0.6,0.2,"village, hills, hiking, trekking",4,,
308,Dharme Beshi,0.5,0,0.3,0.6,0.2,"village, hills, hiking, trekking",4,,
309,Jagat,0.7,0.3,0.3,0.8,0.5,"village, hills, hiking, trekking",4,28.413029,84.406494
310,Bhote Odar,0.5,0,0.3,0.6,0.2,"village, hills, hiking, trekking",4,,
311,Dudhpokhari,0.5,0,0.3,0.6,0.2,"village, hills, hiking, trekking, hindu, pilgrimage, pond",4,28.2230476,84.5951467833508
312,Annapurna Second,0.2,1,0.3,0.9,0.6,"mountain, climbing, trekking",4,,
313,Boudha Mountain,0,0.7,0.2,0.8,0.4,"mountain, climbing, trekking",4,,
314,Himalchuli Mountain,0,1,0.2,0.9,0.7,"mountain, climbing, trekking",4,,
315,Byas Gufa (Cave),0.7,0,0,0.6,0.8,"hindu, temple, cave, history",4,,
316,Bandipur,0.4,0,0,0.7,0.8,"village, hills, history",4,27.9380224,84.4066959
317,Dhorfirdi,0.5,0,0,0.6,0,city,4,28.0523833,84.0611236
318,Vimad,0.6,0.2,0,0.7,0.6,"city, history, scenery",4,,
319,Siddha Gufa,0.3,0.4,0,0.7,0.4,"cave, hills, hiking",4,28.3807889,82.0086898
320,Rising Ranipokhari,0.4,0,0,0.5,0.2,"village, pond",4,,
321,Chundi Ramgha,0.4,0,0,0.7,0.6,"village, history",4,,
322,Chimkeshowari Lek,0.4,0,0,0.5,0.2,"village, hills",4,,
323,Chhabdi Baraha,0.8,0,0,0.4,0.2,"hindu, temple",4,,
324,Sital Cave,0,0.4,0,0.6,0,cave,4,,
325,Tanahusur Durbar,0.5,0.4,0,0.7,0.8,"palace, trekking",4,,
326,Manungkot,0.2,0,0,0.6,0.7,"Hills, hiking, history",4,27.9678952,84.2445672
327,Maulakalika Temple,0.8,0,0,0.4,0.6,"Hindu, temple, river",4,,
328,Daaune Devi Temple,0.8,0,0,0.4,0.6,"Hindu, temple",4,,
329,Devghat Dham,0.8,0,0,0.8,0.3,"hindu, temple, river, hills, forest",4,27.7429386,84.4230809
330,Cg Temple,0.2,0,0,1,0,"temple, art",4,27.6774421,84.2115888
331,Amaltari Homestay,0.8,0.4,0.2,0.8,0,"hiking, homestay, forest, scenery",4,27.57228885,84.1125497462143
332,Devchuli Hill,0.7,0.4,0.2,0.8,0.5,"hiking, scenery ",4,,
333,Karkineta( the source of Adhikhola River),0.7,0,0,0.7,0,"village, hills",4,,
334,Bhalu Pahad,0,0,0,0.6,0,hill,4,28.1378668,83.8637271
335,Chandikalika Temple,0.7,0,0,0.4,0,"hindu, temple",4,28.0602205,83.8522874
336,Sirubari,0.6,0,0,0.8,0,"homestay, village, hills",4,28.8354706,81.7419537
337,Sworek Hill,0.4,1,0,0.8,0,"paragliding, cave, hills",4,,
338,Chaaya Kshetra,0.7,0,0,0.6,0.7,"hindu, temple, cave",4,,
339,Garahun Kalika,0.7,0,0,0.8,0.6,"hindu, temple",4,,
340,Alamdevi,0.8,0,0,0.6,0.4,"hindu, temple",4,27.6843718,85.3435908
341,Mirmi Hydro dam,0,0,0,0.4,0,"dam, river",4,,
342,Mahabhir Waterfall Rappelling/ Canyoning,0,1,0,0.8,0,"waterfall, rappelling, canyoning, adventure",4,,
343,"Bungee Jump, Sky Cycling And Adventure Swing in Parbat",0,1,0,0.8,0,"hills, bungee, cycling, adventure",4,,
344,Painyukot Temple,0.8,0,0,0.6,0.6,"hindu, temple, history",4,,
345,Kushma Modibeni Area,0.6,0.4,0,0.8,0.4,"hindu, temple, cave, hills, river, pilgrimage",4,,
346,Sedibeni Shaligram Shila,0.8,0.4,0,0.8,0.6,"hindu, pilgrimage",4,,
347,Mahashila,0.6,0,0,0.7,0,"Hills, scenery, hindu ",4,28.0924836,83.6707986305644
348,Chisapani Kalika,0.8,0.4,0,0.8,0.6,"hindu, pilgrimage, hills",4,28.1261667,84.1710833
349,poon hills,0.3,0.4,0,0.8,0.7,hills,4,28.416061,83.687896
350,Panchase Panchadham,0.6,0,0.6,0.6,0.7,"hindu, buddhist, pilgrimage",4,,
351,"Bhamarkot, Maate, Jaljala, Hampal (Kalanzar) Mountains",0,0.5,0.3,1,0,"mountains, hills, trekking, hiking, village",4,,
352,Kalika Bhagwati Temple,0.8,0,0,0.6,0.4,"hindu, temple",4,29.52663715,80.8193381006467
353,Bhairavsthan Temple,0.8,0,0,0.6,0.4,"hindu, temple",4,,
354,Jaimineshwor Shiva Temple,0.8,0,0,0.6,0.4,"hindu, temple",4,,
355,Dhorpatan Taalbaraha Temple,0.8,0,0,0.6,0.4,"hindu, temple",4,,
356,Tripurshowr Mahadev Temple,0.8,0,0,0.6,0.4,"hindu, temple",4,,
357,Thalthapi Mai Bhagwati Temple,0.8,0,0,0.6,0.4,"hindu, temple",4,,
358,Devisthan Temple,0.8,0,0,0.6,0.4,"hindu, temple",4,27.6089469,85.5684588
359,Shivalaya Temple,0.8,0,0,0.6,0.4,"hindu, temple",4,28.2115523,84.091461
360,Satyawati Temple,0.8,0,0,0.6,0.4,"hindu, temple",4,28.1134651,83.4972511
361,Dhorpatan Area,0,0.8,1,0.4,0,"wildlife, tour, lakes, river",4,,
362,Ghumte ko Lek (Dhuri),0,0,0,1,0,hill,4,,
363,Gaja Ko Daha,0,0,0,0.7,0,lake,4,,
364,Bhakunde Daha,0,0,0,0.7,0,pond,4,,
365,Sanshar Kot,0,0.4,0,0.8,0,"hills, hiking, scenery",4,,
366,Kapilvastu,0.8,0,0,0.6,1,"pilgrimage, statues,cultural,historical",5,27.61923765,82.98222657989
367,Dhaulagiri mountain ,0,1,0,0.6,0,"mountain, trekking, hills,scenery",5,,
368,Dhorpatan hunting reserve,0,0.8,1,0.4,0,"wildlife, tour, lakes, river",5,28.64713095,82.9960231828527
369,Banke National Park,0,0.8,1,0.4,0,"wildlife, tour, lakes, river",5,28.1585522,81.8924160628987
370,Bardiya National Park,0,0.8,1,0.6,0,"wildlife, tour, lakes, river",5,28.4806398,81.4565777872903
371,Rani Mahal,0.8,0,0,0.6,1,"hill, historical",5,27.9267084,83.5277985
372,Pandaveshwor Temple,0.8,0,0,0.8,0.8,"picnic spot, sculptures, hindu, temple",5,,
373,Swargadwari,0.8,0,0,0.8,1,"hill, Religious Shrine, hindu, temple",5,28.1210343,82.6743233958899
374,Jitgadi Fort,0.6,0,0,0.6,1,"fort, historical",5,,
375,Bageshwori Temple,0.8,0,0,0.6,1,"hindu, temple, sculptures",5,27.5876252,85.3216834
376,Bhairabsthan,0.6,0,0,0.4,0.8,"hindu, temple, sculptures",5,26.8133549,86.0164439
377,Resunga,0.8,0,0,0.6,0.8,"hill, religious,temple",5,28.0530258,83.2541818142245
378,Ridi,0.8,0,0,0.4,0.6,"religious, cultural",5,27.9369315,83.4366191
379,Ambikeshwori,0.6,0,0,0.4,0.6,"temple, hindu, religious",5,28.0427776,82.5008900198947
380,Supa Deurali,0.4,0,0,0.4,0.6,"religious shrine, temple,hindu",5,27.7128937,85.2895998
381,Bahrakune,0.2,0.8,0,0.6,0.6,"boat tour, lake, pond",5,,
382,Jagadishpur,0.4,0,0,0.8,0,"reservoir, lake, wetland",5,23.3566136,77.4167225
383,Rukumkot,0.6,0.4,0,0.8,0.6,"pond, lake, temple, hill, trekking",5,28.6254129,82.601069
384,Jakhera tal,0,0.8,0,0.6,0,"lake,pond,boat tour,scenery",5,27.87525745,82.5733857512342
385,Satyawati lake,0.4,0,0,0.2,0.8,"lake,pond,historical",5,,
386,Bibang Daha,0,0.6,0,0.6,0,"hill, scenary, hiking",5,,
387,Gajulkot,0.8,0,0,0.6,0.4,"hill,scenary,cultural",5,28.2963199,82.7074037
388,Jaljala,0.6,0.8,0,0.8,0,"trekking, lake, rhododendron",5,28.3295072,83.6216559854431
389,"Lungko Dewali(Lung,pyuthan)",0.8,0,0,0.6,0.8,"cultural, historical",5,,
390,Shree Rameshowr Mahadev Temple,0.6,0,0,0.6,0.4,"temple, hindu, religious",5,,
391,Marbhung,0.4,0,0,0.6,0.4,"hill, river, temple",5,28.17655,83.12784
392,Ismakot,0.4,0,0,0.6,0.6,"hill,temple,scenery",5,,
393,Purkot,0.6,0,0,0.6,0.6,"lake ,hills, wetland",5,-25.6093043554846,-49.2568075559204
394,Dhurkot,0.8,0,0,0.6,0.4,"hill,scenery,cultural",5,28.1190679,83.1630900744815
395,Aapchaur,0.4,0,0,0.8,0,"scenary, hill",5,27.73113925,85.211708600367
396,Wami,0.6,0,0,0.6,0.4,"river,temple, scenary",5,0.88970285,124.030454507833
397,Musikot,0.6,0,0,0.6,0.4,"scenary, hill, temple",5,28.6292298,82.455626
398,Bichitra Gufa ,0.4,0.8,0,0.6,0.8,"cave, tour, scenery",5,,
399,Durbar Devisthan,0.8,0,0,0.6,0.4,"hill,scenary,cultural",5,,
400,Purtighat,0.6,0,0,0.6,0.6,"river,temple, scenery,hill",5,28.0464096,83.5590184
401,Balkot,0.6,0,0,0.8,0,"hill,scenery,cultural",5,27.6610859,85.3697455
402,Arghakot,0.4,0,0,0.6,0,"scenary,hill",5,,
403,Jabundada,0.8,0.6,0,0.6,0.6,"hill,scenery,cultural,trekking",5,,
404,Mathuradada,0.6,0.6,0,0.6,0.6,"hill,scenary,trekking",5,,
405,Maulipokhara,0.4,0,0,0.6,0,"scenery,hill",5,,
406,Argeli Palace,0.6,0,0,0.6,1,"scenery,hill,historical",5,,
407,Mul Dhoka,0.4,0,0,0.6,1,"palace, historical, picnic spot",5,,
408,Ramdi,0.8,0,0,0.6,0.4,"religious, scenery, cultural",5,23.4872702,76.1616439062027
409,Rishikesh Temple,0.6,0,0,0.8,1,"statue, religious, temple, hindu",5,30.11262155,78.3033543461311
410,Mahamritunjaya Statue,0.6,0,0,0.6,0.8,"statue, religious, temple, hindu",5,,
411,Vhairabsthan Temple,0.4,0,0,0.6,0.6,"temple,hindu, religious",5,,
412,Rambha Devi,0.6,0,0,0.8,0.6,"scenery, temple, religious",5,27.8851452,83.6292038
413,Tansen City,0.8,0,0,0.6,0.8,"cultural, historical,scenery",5,27.7446276,85.322902
414,Shrinagar Hill,0.4,0.8,0,0.8,0.4,"hiking, hill, trekking,scenery",5,,
415,Sainamaina,0.4,0,0,0.6,0,"scenery, tour",5,27.70636065,83.3021870862313
416,Hillpark,0,0.4,0,0.8,0,"hills, picnic spot, park",5,55.8157255,-4.2956857
417,Manimukunda Sen Uddhan (Fulbari),0,0.4,0,0.6,0,"park, garden, scenery",5,,
418,Dandakhola ,0,0,0,0.6,0,"river,scenery",5,,
419,Narayansthan,0.6,0,0,0.6,0.6,"hill,scenery,river,temple",5,27.3057445,86.5214979
420,Durga Temple,0.6,0,0,0.6,0.6,"temple, hindu, religious",5,43.8197895,-79.2453669161585
421,Siddhartha Nagar,0.4,0,0,0.8,0,"park, scenery, tour",5,12.9574233,77.6366023
422,Tilaurakot Museum,0.6,0,0,0.6,0.6,"museum, sculpture",5,,
423,Gotihawa,0.8,0,0,0.6,0.8,"historical, cultural, religious",5,27.5285771,83.0314141
424,Nigrodharam,0.6,0,0,0.6,0.8,"sightseeing, scenery, historical",5,,
425,Araurakot,0.6,0,0,0.8,0.8,"historical, cultural, religious, temple",5,27.587972,83.1073846331766
426,Kudan,0.6,0,0,0.8,1,"site, historical, temple, buddhist",5,11.2638864,7.71756257407617
427,Sawarikot,0.4,0,0,0.6,0.6,"scenery, river, hill",5,28.0256641,82.5453083
428,"Bijauri, Chillikot",0.6,0,0,0.6,0.4,"temple, hindu, hill, river",5,,
429,Gorakshya Ratna Nath Temple,0.6,0,0,0.8,0.6,"hindu, temple, religious, sculpture",5,,
430,Charinge Daha- Ghorahi Dang,0.4,0,0,0.6,0.4,"lake,scenery,temple",5,,
431,Ganeshpur Park- Tulsipur Dang,0.6,0,0,0.8,0.4,"park, scenery, tour",5,,
432,Ambikeshwari temple ,0.8,0,0,0.8,0.6,"temple, religious, hindu, cultural",5,,
433,Barhakune Daha (Baraha Chhetra),0.6,0.8,0,0.8,0.6,"pond,lake, temple, boat tour",5,,
434,Purandhara Waterfall,0.4,0.8,0,0.6,0,"waterfall, scenery",5,28.185294,82.0620483
435,"Jakhera Lake(Lamahi,  Dang )",0.4,0.6,0,0.8,0.4,"lake, temple, scenery",5,,
436,Pandabeshwar Mahadev temple (Dharapani temple),0.6,0,0,0.6,0.4,"hindu, temple, scenary",5,,
437,"Chisapani, Banke",0.4,0.4,0,0.6,0.4,"scenary, beauty, hiking",5,28.2766447,81.6585895
438,Siwalik Hills,0,0.8,0,0.6,0,"mountain, hills, trekking",5,,
439,Paklihawa,0.4,0.4,0,0.6,0.6,"scenery, tour, hiking",5,27.4854904,83.4465238
440,Phoksundo lake,0,0.5,0,1,0,"lake, hiking, trekking, hills, mountains, scenery",6,29.1958788,82.9522497256689
441,Shey Gompa,0.8,0,0,1,0.8,"monastery, buddhist, hills, mountains, hiking, trekking",6,29.3524157,82.965514451645
442,Shey Phoksundo National Park,0.6,0.4,1,1,0,"national park, natural beauty, scenery, forest, wildlife, monastery",6,29.37281895,82.8364436889381
443,Bon religion in dolpo ,1,0,0,0.8,0.9,"Bon religion, monastery, buddhist",6,,
444,Dho Tarap valley,1,0,0,0.8,0.8,"Bon religion, monastery, buddhist, history, village",6,,
445, Ringmo,1,0,0,0.6,0,"Bon religion, monastery, buddhist, village",6,29.170282,82.936485
446,Suligad waterfall,0,0.4,0,1,0,"waterfall, scenery, hiking",6,,
447,Rara Lake,0,0.7,0,0.8,0,"lake, pond, camping, horseriding, boating",6,29.52925055,82.0870900309478
448,Rafting and Kayaking in Karnali ,0,0.9,0,0.4,0,"rafting,river,adventure",6,28.638804,81.278479
449, Rara National Park,0,0.6,0.8,0.8,0,"national park, wildlife, lake, pond",6,29.4947958,82.0755226495167
450,mugu,0.7,0.8,0.4,0.8,0.7,"village, hills, mountains, mountain cycling, paragliding",6,29.6793236,82.5300812087834
451,Thakur Jiu temple   ,0.7,0,0,0.6,0.4,"hindu,temple",6,,
452,Chhapru Mahadev,0.7,0,0,0.6,0.4,"hindu, temple",6,,
453,Dofya Mahadev,0.7,0,0,0.6,0.4,"hindu, temple",6,,
454,Thakurnath Mahadev,0.7,0,0,0.6,0.4,"hindu, temple",6,,
455,Tihar Gumba,0.7,0,0,0.6,0.4,"buddhist, monastery, gumba",6,29.5864579,82.4442746
456,Nara La Pass,0,0.8,0,1,0,"mountains, hills, trekking",6,,
457,Chyakpalung,0,0.8,0.8,1,0,"hills, mountains, trekking , natural beauty",6,,
458,Tso Lamgyok,0,0.7,0.4,1,0,"hills, mountains, lake, trekking, natural beauty",6,,
459,Upper Humla Circuit Trek,0.8,0.8,0.6,0.9,0.6,"hills, mountains, trekking",6,,
460,Sinja Valley,0.6,0,0,0.8,0.6,"Village, trekking ",6,,
461,Jumla Bazar,0.6,0,0,0.4,0,city,6,29.2749492,82.1832699
462,"Tatopani, Jumla ",0.4,0,0,0.4,0,pond,6,29.1337001,82.1494936445579
463,Kalikot ,0.6,0.8,0.6,0.8,0.4,"village, mountains, hills, rivers, rafting, swimming, fishing",6,29.2160406,81.6884199972315
464,"Katarniaghat Wildlife Sanctuary, Bahraich",0,0,1,1,0,"wildlife, forest, park",6,,
465,"Tikapur Park, Tikapur",0,0,0,0.7,0.7,"park, history, forest",6,28.53170535,81.1200850088515
466,Bardia National Park,0,0.8,1,0.6,0,"wildlife, tour, lakes, river",6,28.2082938,83.9888345
467,"Kothiyaghat Bridge, Baijnathpurwa",0,0,0,0.8,0,"river, landmark ",6,,
468,Jajarkot,0.6,0,0,0.6,0.6,"village, hills, history",6,28.86983585,82.1688478664666
469,Jajarkot durbar,0,0,0,0.6,1,"history, palace",6,28.69849095,82.2069616556924
470,Rukmini Lake,0,0,0,1,0,"lake, pond, natural beauty, forest",6,,
471,Deurali Cave,0,0.7,0,1,0,"hills, hiking, ponds, river, forest, cave , natural beauty",6,,
472,"Shibalaya , Rukum",0.8,0,0,0.6,0.7,"history, hindu, temple",6,,
473,Syarpu Lake,0,0,0.7,0.8,0,"lake, hills, natural beauty, wildlife",6,28.69591215,82.4858567588977
474,Guerilla Trek,0.8,0.7,0.4,0.8,0.8,"history, trekking, hills, culture",6,28.57547,83.22458
475,Kapurkot,0.6,0,0,0.6,0,"village, hills, hiking",6,28.2313203,82.3507966
476,"Mulpani Botanical Garden, salyan",0,0,0,1,0,"garden, hills, scenery",6,28.2465359,82.3523347847556
477,Kumakh Hill,0.7,0,0,0.7,0,"hindu, pilgrimage, hill, scenery",6,,
478,Kupinde Lake,0.5,0,0,0.8,0,"hindu, temple, lake, pond, hills, natural beauty",6,,
479,Deuti Bajai—the wish-granting goddess,0.8,0,0,0.4,0.4,"hindu, temple",6,,
480,Kakre Bihar—the “other Lumbini”,0.8,0,0,0.6,0.8,"hindu, temple, history, sculptures, forest",6,,
481,Bulbule,0,0.6,0.4,0.8,0,"park, garden, lake, boating",6,29.4501425,82.1226672
482,Viewpoint Gothikanda,0,0,0,0.8,0,"hill, forest",6,,
483,Baraha Lake and its mysterious Jalchara,0,0,0.8,0.8,0,"lake, wildlife, natural beauty",6,,
484,"jauljibi,dharchula",0.6,0.4,0.2,0.6,0.6,"sightseeing, scenery, historical,rivers",7,29.7524886,80.3842385
485,kali river,0.6,0.8,0.2,0.4,0.4,"cultural,beauty",7,28.2607138,83.9898738
486,om parbat,0.8,0.8,0.4,0.8,0.6,"trekking,holy beauty",7,28.27634455,83.71033295
487,Askot Sanctuary,0,0,0.8,0.6,0.2,"wildlife,tour",7,29.99630095,80.5131424452162
488,Narayan ashram,0.4,0,0,0.6,0.8,"history, natural beauty",7,29.9707,80.65476
489,"Ramkot Danda,bajhang",0.4,0,0.4,0.8,0.2,"hill, scenery",7,,
490,Surmasarowar lake,1,0,0.2,0.6,0.6,"hindu, temple pilgrimage, scenery, mountains, lake",7,,
491,saipal base camp,0.6,0.6,0.2,0.6,0,"mountains, hills, trekking",7,,
492,Budinanda region,0.8,0,0,0.8,0.4,"hindu, pilgrimage, trekking, lake",7,,
493,Badimalika temple,0.6,0.6,0.4,0.6,0.2,"hindu, temple",7,,
494,Saileshwori Temple,0.6,0,0,0.6,0.6,"hindu, temple",7,,
495,Ramaroshan,0,0,0.8,0.8,0,"wildlife, lake, scenery ",7,29.2018551,81.4135240780821
496,khaptad region,0,0.4,0.8,0.8,0,"lake, wildlife, natural beauty",7,,
497,Baidyanath temple,0.6,0,0,0.6,0,"hindu, temple",7,,
498,Api -Nampa Conservational area,0,0.6,0.8,0.8,0,"national park, wildlife",7,,
499,Api Base camp trek,0.4,0.6,0.6,0.8,0,"scenery, natural beauty, mountains, hills",7,,
500,Malikarjun temple,0.6,0.2,0,0.6,0,"hindu, temple",7,29.0309776,80.1427357
501,Amargadhi Fort,0,0,0,0.6,0.8,history,7,,
502,Ugratara Temple,0.8,0.4,0,0.6,0,"hindu, temple",7,26.189418,91.7532224
503,Ajaymerukot Durbar,0,0,0,0.6,0.6,"palace, history",7,,
504,Parshuram Dham,0.8,0,0,0.6,0,"hindu, temple",7,,
505,Tripura Sundari temple,0.6,0,0,0.6,0.2,"hindu, temple",7,23.5090775,91.4979988970689
506,Patal bhuvaneshwor temple(cave),0.6,0.6,0,0.8,0,"hindu, temple, cave",7,29.68868,80.09432
507,Raula kedar,0.7,0,0,0.6,0.6,"hindu, religious shrine, temple",7,,
508,Ninglasaini Bhagwati,0.6,0,0,0.8,0,"hindu, temple",7,,
509,Panchadewal Hat,0.6,0,0,0.6,0.6,"history, temple",7,,
510,Shuklaphata National Park,0,0,1,0.8,0,"national park, wildlife, natural beauty",7,,
511,Bedkot lake,0,0,0.2,0.8,0,lake,7,,
512,Jhilmila lake,0.4,0,0.2,0.8,0.4,lake,7,29.0676399,80.1877717652902
513,Chadani bridge,0,0,0,0.8,0,river,7,28.9239348,80.1150514
514,Ghoda Ghodi lake,0,0,0.6,0.8,0,"lake, wildlife, natural beauty",7,,
515,Tikapur Park,0,0,0,0.7,0.7,"park, history, forest",7,28.53170535,81.1200850088515
516,Godawari Ram Temple,0.8,0,0,0.8,0,"hindu, temple",7,27.6017473,85.3236257
l,Karnali Bridge,0,0,0,0.8,0,"river, scenery ",7,28.64088575,81.283829
518,Kathmandu,1,0.6,0.4,1,1,"tourist,temple",3,27.7172,85.324
519,Bhaktapur,1,0.4,0.2,0.8,1,"tourist,temple",3,27.6713,85.4298
520,Patan,1,0.4,0.2,0.8,1,"tourist,temple",3,27.672,85.3413
521,Pokhara,0.8,1,0.6,1,0.8,"tourist,lake,Nightclubs,club",4,28.2096,83.9856
522,Chitwan National Park,0.6,0.8,1,0.6,0.6,tourist,3,27.529,84.354
523,Lumbini,1,0.4,0.2,0.8,1,"tourist,temple",5,27.5319,83.4983
524,Nagarkot,0.6,0.8,0.4,0.8,0.6,tourist,3,27.9091,85.55
525,Bandipur,0.8,0.8,0.6,0.8,0.8,tourist,4,27.705,83.4968
526,Gorkha,0.8,0.8,0.4,0.6,0.8,hill,4,27.6965,84.6332
527,Pashupatinath Temple,1,0.2,0.2,0.6,1,"tourist,hindu,temple",3,27.7123,85.3483
528,Boudhanath Stupa,1,0.2,0.2,1,0.8,"tourist,temple",3,27.7217,85.3606
529,Swayambhunath Stupa,1,0.2,0.2,1,0.8,"tourist,temple",3,27.7145,85.2888
530,Panauti,0.8,0.4,0.4,0.8,0.6,tourist,3,27.7641,85.6816
531,Tansen,0.8,0.8,0.6,0.8,0.8,"tourist,hills",4,27.1333,83.45
532,Ilam,0.6,0.6,0.8,0.6,0.6,"tourist,hils",1,26.9279,87.2754
533,Janakpur,1,0.4,0.2,0.8,1,"tourist,temple",2,26.728,85.9272
534,Dhangadhi,0.6,0.6,0.6,0.6,0.6,tourist,7,28.7059,80.6091
535,Butwal,0.8,0.6,0.4,0.8,0.8,terai,5,27.6924,83.4392
536,Rara Lake,0.4,1,0.8,1,0.4,"tourist,lake",6,30.3597,82.2222
537,Muktinath,0.8,1,0.6,0.8,0.8,"tourist,temple",6,31.0081,83.829
538,Jomsom,0.6,1,0.6,0.8,0.6,tourist,4,28.7732,83.6097
539,Manang,0.6,1,0.6,0.8,0.6,tourist,4,28.5483,84.1462
540,Everest Base Camp,0.6,1,0.4,1,0.6,"tourist,mountain",1,27.6964,86.73
541,Sagarmatha National Park,0.6,1,0.4,1,0.6,"tourist, nature",1,27.9333,86.7167
542,Dhulikhel,0.8,0.6,0.4,0.8,0.8,tourist,3,27.653,85.9957
543,Hetauda,0.6,0.6,0.4,0.6,0.6,tourist,3,27.4314,85.3195
544,Bardia National Park,0.6,0.8,1,0.6,0.6,"tourist,nature",5,28.6871,81.16
545,Parsa National Park,0.6,0.6,0.8,0.6,0.6,"tourist,nature",3,27.1203,84.5336
546,Kanchanpur National Park,0.6,0.6,0.8,0.6,0.6,"tourist,nature",7,28.4584,80.15
547,Gosaikunda,0.6,1,0.8,1,0.6,"tourist,lake",3,28.1013,85.7564
548,Phoksundo Lake,0.4,1,0.8,1,0.4,"tourist,lake",6,30.3826,81.1674
549,Khaptad National Park,0.6,0.8,0.8,0.6,0.6,"tourist,nature",7,29.45,81.65
550,Namobuddha,0.8,0.6,0.4,0.8,0.8,tourist,3,27.6889,86.3066
551,Sankhu,0.8,0.6,0.4,0.8,0.8,tourist,3,27.7879,85.5333
552,Chandragiri Hills,0.6,0.8,0.6,0.8,0.6,"tourist,hills,temple",3,27.5683,85.4656
553,Nuwakot,0.6,0.6,0.4,0.6,0.6,tourist,3,27.9833,85.5833
554,Dhankuta,0.6,0.8,0.6,0.6,0.6,tourist,1,26.742,87.2982
555,Besisahar,0.6,1,0.6,0.8,0.6,tourist,4,28.2433,83.6153
556,Tatopani,0.6,1,0.6,0.8,0.6,"tourist,lake",4,28.25,83.75
557,Ghandruk,0.8,1,0.8,1,0.8,"tourist,hills",4,28.1438,83.8081
558,Sarangkot,0.6,0.8,0.6,0.8,0.6,tourist,4,28.2092,83.9197
559,Begnas Lake,0.6,0.8,0.6,1,0.6,tourist,4,28.1667,83.8333
